time,id,TC_SAEM,IC_SAEM
4.43,93,11883.1,2380.75
4.81,93,13078.2,1818.25
4.91,93,13369.7,1690.12
5.74,93,15419.4,900.15
7.17,93,17607.3,329.091
8.03,93,18168.9,375.801
9.11,93,16465.4,2259.66
10.11,93,5460.14,11111.3
11.05,93,1727.33,11609.6
13.12,93,1856.31,9333.65
14.92,93,1977.61,9031.32
0,94,2000,9000
0.6,94,2000,9000
1.01,94,2000,9000
1.38,94,2093.19,8910.72
1.91,94,2985.87,8121.16
2.44,94,4528.11,6901.62
2.75,94,5614.07,6113.16
3.46,94,8213.32,4431.52
4.14,94,10545.1,3147.32
4.35,94,11193.6,2830.23
4.8,94,12423.3,2293.77
5.04,94,12972.3,2094.69
5.96,94,14476.8,1726.14
7.12,94,14446.5,2575.48
7.89,94,9777.65,6778.55
8.97,94,2252.77,11443.4
9.96,94,1752.4,10199.1
10.84,94,1826.39,9506.85
13.1,94,1978.92,9032.32
14.88,94,1998.05,9001.3
0,95,2000,9000
0.42,95,2000,9000
1,95,2000,9000
1.42,95,2222.64,8787.95
2.01,95,3705.25,7514.17
2.33,95,4730.54,6735.24
3.04,95,7325.95,4959.05
3.48,95,8950.09,3980.24
4.11,95,11255.9,2697.16
4.36,95,12093.7,2278.47
4.94,95,13826.4,1497.1
5.03,95,14066.5,1399
6.09,95,16333.8,616.503
6.95,95,17510.4,348.735
8.16,95,18075.2,580.406
8.89,95,16409.2,2277.19
9.92,95,5110.34,11317.5
11.14,95,1655.92,11007.4
12.88,95,1854.57,9343.07
14.91,95,1982.17,9024.65
0,96,2000,9000
0.47,96,2000,9000
1.2,96,2015.13,8985.22
1.48,96,2285.78,8729.81
1.94,96,3393.85,7769.16
2.55,96,5388.45,6262.36
3.02,96,7137.43,5079.8
3.46,96,8771.97,4082.37
3.93,96,10517.2,3088.3
4.51,96,12486.1,2089.38
4.86,96,13530.2,1620.27
4.96,96,13807.5,1503.38
6.08,96,16271.6,633.314
7.1,96,17637.8,329.59
8.08,96,18134.1,481.714
8.89,96,16688.1,2032.82
9.94,96,5464.34,11096.3
11.1,96,1663.84,11178.8
12.93,96,1854.14,9344.01
14.9,96,1980.81,9026.93
0,97,2000,9000
0.45,97,2000,9000
0.87,97,2000,9000
1.3,97,2072.9,8929.39
1.92,97,3391.27,7769.52
2.45,97,5100.31,6467.64
3,97,7135.77,5079.34
3.36,97,8444.07,4285.78
3.88,97,10237.9,3296.08
4.41,97,11837.5,2533.36
4.93,97,13083.8,2056.89
5.15,97,13506.8,1932.8
5.91,97,14563,1743.73
7.11,97,13685.2,3302.03
7.91,97,7242.43,8778.75
9.01,97,1940.16,11127.1
10.01,97,1767.45,9923.3
11.08,97,1876.58,9304.91
12.91,97,1979.94,9030.63
14.88,97,1998.79,9001.09
0,98,2000,9000
0.69,98,2000,9000
0.82,98,2000,9000
1.47,98,2107.89,8897.44
1.92,98,2702.85,8370.99
2.23,98,3349.77,7841.57
2.96,98,5627.17,6125.54
3.54,98,7859.15,4626.49
4.04,98,9820.8,3443.16
4.38,98,11081.1,2754.24
4.96,98,12991.7,1830.55
5.1,98,13400.6,1653.95
6.1,98,15756.7,796.189
7.09,98,17263.6,415.548
8.1,98,18175.8,292.293
9.13,98,18459.2,486.221
10.1,98,15831,2985.3
10.97,98,5442.16,11220.7
12.88,98,1693.47,10099.4
15.01,98,1945.27,9096.87
0,99,2000,9000
0.39,99,2000,9000
0.88,99,2000,9000
1.53,99,2743.88,8309.46
2.09,99,4727.69,6683.99
2.43,99,6136.21,5655.58
2.92,99,8285.09,4225.65
3.48,99,10580.7,2903.29
3.99,99,12418.8,1990.46
4.36,99,13552,1509.05
4.86,99,14835.6,1041.37
5.1,99,15353.5,881.429
6.11,99,17002.7,473.641
6.88,99,17728,420.136
8.08,99,16523.1,2034.49
9.11,99,5914.07,10695.1
10.15,99,1720.95,11441
11.02,99,1700.01,10112.1
13,99,1934.8,9121.19
15.1,99,1994.8,9005.51
0,100,2000,9000
0.44,100,2000,9000
0.94,100,2000,9000
1.47,100,2102.14,8903.08
1.96,100,2736.31,8344.77
2.46,100,3651.76,7637.98
3.01,100,4874.06,6779.9
3.44,100,5899.39,6122.17
3.88,100,7192.68,5279.16
4.63,100,9586.71,3834.8
4.97,100,10640.1,3257.24
5.06,100,10909.8,3115.87
6.19,100,13810.6,1787
7.05,100,15004.1,1580.93
7.74,100,14075.5,2894.96
9.14,100,3108.32,11393.9
9.96,100,1793.09,10779.6
11.02,100,1798.8,9669.88
13.03,100,1962.29,9064.93
14.99,100,1996.87,9002.45
